title,artist,songid,streams,region,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
Kiss Me More (feat. SZA),Doja Cat,3DarAbFujv6eYNliUTyqtz,5324,gr,0.764,0.705,8.0,-3.463,1.0,0.0284,0.259,8.92e-05,0.12,0.781,110.97,208667.0,4.0
Sweater Weather,The Neighbourhood,2QjOHCTQ1Jl3zawyYOpxh6,5323,gr,0.612,0.807,10.0,-2.81,1.0,0.0336,0.0495,0.0177,0.101,0.398,124.053,240400.0,4.0
Bonnie & Clyde,"Mad Clip, DJ Stephan",1DPth0VduH2nAlWKdy3kSI,5283,gr,0.858,0.653,6.0,-10.326,1.0,0.13,0.0189,0.0,0.128,0.31,91.974,164877.0,4.0
Bored,Billie Eilish,04sN26COy28wTXYj3dMoiZ,5282,gr,0.614,0.318,7.0,-12.695,1.0,0.0478,0.896,0.00239,0.0795,0.112,119.959,180933.0,4.0
Tatouaz,Petros Iakovidis,7CuqWSdlkZmeE8qY52uah5,5270,gr,0.597,0.905,2.0,-4.112,0.0,0.0396,0.0212,0.0,0.0817,0.835,157.966,196515.0,4.0
Knife Talk (with 21 Savage ft. Project Pat),Drake,2BcMwX1MPV6ZHP4tUT9uq6,5201,gr,0.849,0.424,5.0,-9.579,0.0,0.324,0.0635,0.0,0.0834,0.153,145.887,242966.0,4.0
Proti Thesi,Nikos Oikonomopoulos,5Ag6ggLk5bdlJNvD88FZAV,5193,gr,0.66,0.757,10.0,-7.797,1.0,0.0299,0.269,0.000125,0.128,0.494,139.936,217867.0,4.0
Mordor,Wang,0bhrPL81L7LUzscwnjjqgb,5138,gr,0.723,0.596,11.0,-10.453,0.0,0.361,0.45,0.0,0.0778,0.623,164.018,175942.0,4.0
Détente,Claydee,0eGePQBI9BoOV3TTRyvwDc,5102,gr,0.82,0.56,3.0,-6.708,0.0,0.0481,0.603,0.00683,0.106,0.902,95.038,142870.0,4.0
The Business,Tiësto,6f3Slt0GbA2bPZlz0aIFXN,5084,gr,0.798,0.62,8.0,-7.079,0.0,0.232,0.414,0.0192,0.112,0.235,120.031,164000.0,4.0
Your Love (9PM),"ATB, Topic, A7S",5YaskwnGDZFDRipaqzbwQx,5047,gr,0.669,0.784,7.0,-5.603,1.0,0.112,0.194,6.28e-06,0.115,0.517,125.993,150053.0,4.0
Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,"Riton, Nightcrawlers",4cG7HUWYHBV6R6tHn1gxrl,4967,gr,0.824,0.862,2.0,-3.424,1.0,0.126,0.0076,0.000132,0.303,0.801,122.98,169153.0,4.0
City Don't Love Me,"Light, Hawk",7AZ8APzmxt0McQXnEXBq44,4934,gr,0.822,0.478,9.0,-7.411,0.0,0.124,0.799,2.67e-05,0.121,0.449,103.022,224854.0,4.0
OUT OUT (feat. Charli XCX & Saweetie),"Joel Corry, Jax Jones",6Dy1jexKYriXAVG6evyUTJ,4907,gr,0.787,0.833,8.0,-4.403,1.0,0.0478,0.018,0.00747,0.0374,0.796,123.97,162604.0,4.0
Xares,"Light, Thug Slime",6LlFw8LxQeQNcSvy9lKRI2,4892,gr,0.685,0.683,1.0,-7.49,0.0,0.239,0.0459,0.0,0.0885,0.0919,167.968,228500.0,4.0
Alitheies,"Rack, Dof Twogee",71ZdZWRRHloiqNP3SjvuuR,4854,gr,0.459,0.885,5.0,-6.809,0.0,0.484,0.271,4.15e-06,0.329,0.532,140.574,197394.0,4.0
Dior,Pop Smoke,79s5XnCN4TJKTVMSmOx8Ep,4790,gr,0.548,0.805,7.0,-5.732,1.0,0.351,0.212,0.000389,0.408,0.648,142.094,216387.0,4.0
Prince,"Fy, Mad Clip, Thug Slime",4M8I7zcnQYsGH5thn1J0sC,4757,gr,0.897,0.454,7.0,-11.76,0.0,0.467,0.162,0.0,0.151,0.786,139.988,301714.0,4.0
Etsi,SNIK,73d7q3kVVIgfCUK07bVIVH,4697,gr,0.811,0.758,11.0,-4.782,1.0,0.0735,0.354,0.000815,0.161,0.638,98.986,148106.0,4.0
Trifila - Remix,"Thug Slime, Mad Clip, Light",0v0XN0d4xUiP6r5DhiulRx,4689,gr,0.763,0.784,5.0,-5.183,0.0,0.176,0.159,0.0,0.283,0.728,130.065,295385.0,4.0
Don't Go Yet,Camila Cabello,1058fW9H3fZA6QjYCdOBad,4674,gr,0.666,0.796,10.0,-6.967,0.0,0.103,0.0492,0.0,0.0442,0.61,110.108,164842.0,4.0
No Time To Die,Billie Eilish,73SpzrcaHk0RQPFP73vqVR,4613,gr,0.38,0.219,4.0,-13.273,0.0,0.0358,0.917,0.0104,0.0827,0.0517,73.537,242265.0,4.0
Get Into It (Yuh),Doja Cat,0W6I02J9xcqK8MtSeosEXb,4565,gr,0.912,0.655,8.0,-6.029,0.0,0.162,0.315,3.39e-05,0.0894,0.793,91.942,138293.0,4.0
Peaches (feat. Daniel Caesar & Giveon),Justin Bieber,4iJyoBOLtHqaGxP12qzhQI,4499,gr,0.677,0.696,0.0,-6.181,1.0,0.119,0.321,0.0,0.42,0.464,90.03,198082.0,4.0
Love Again,Dua Lipa,4rPkN1FMzQyFNP9cLUGIIB,4494,gr,0.659,0.667,11.0,-4.668,0.0,0.0339,0.00173,2.85e-05,0.1,0.468,115.982,258004.0,4.0
2055,Sleepy Hallow,4XvcHTUfIlWfyJTRG0aqlo,4485,gr,0.829,0.512,6.0,-5.865,0.0,0.187,0.492,0.0,0.12,0.638,80.511,123987.0,4.0
Where Are You Now,"Lost Frequencies, Calum Scott",3uUuGVFu1V7jTQL60S1r8z,4453,gr,0.671,0.636,6.0,-8.117,0.0,0.103,0.515,0.000411,0.172,0.262,120.966,148197.0,4.0
FUEGO,"RICTA, DJ.Silence",6Z8QEJb16AegtjLQxHGBCe,4441,gr,0.842,0.519,2.0,-7.449,1.0,0.147,0.171,0.000119,0.117,0.228,105.047,166979.0,4.0
Northside,Thug Slime,3xfrUc1NwAqYLPQIP9Uun2,4430,gr,0.794,0.768,11.0,-5.412,0.0,0.229,0.0263,1.23e-05,0.0603,0.437,171.993,169500.0,4.0
Alitis,"Mad Clip, Strat, BeTaf Beats",3zCUHfPi1kl8EUUamLxaJ0,4418,gr,0.715,0.681,7.0,-6.048,1.0,0.0511,0.0616,0.0,0.114,0.166,165.094,247272.0,4.0
Ttg,Light,2VtwLRUgXEebI1DTGJTOCb,4400,gr,0.787,0.559,10.0,-7.454,0.0,0.262,0.0153,0.0,0.275,0.242,142.168,190880.0,4.0
Pistoli,"Sin Laurent, TOQUEL",1m0N54Nrd76muGR1nynZgZ,4375,gr,0.793,0.622,2.0,-8.654,1.0,0.12,0.25,0.0,0.141,0.362,99.973,175200.0,4.0
131X,Dani Gambino,6yUdOU2XSWqMFFfBEoW6RW,4364,gr,0.534,0.542,1.0,-8.807,1.0,0.151,0.661,9.72e-05,0.282,0.53,137.294,196204.0,4.0
Astronaut In The Ocean,Masked Wolf,6E90gq0KO6FYZVOXx8kCcC,4333,gr,0.778,0.695,4.0,-6.865,0.0,0.0913,0.175,0.0,0.15,0.472,149.996,132780.0,4.0
family ties (with Kendrick Lamar),BaKeem,3QFInJAm9eyaho5vBzxInN,4332,gr,0.711,0.611,1.0,-5.453,1.0,0.33,0.00588,0.0,0.23,0.144,134.093,252262.0,4.0
"Kano O,ti Mporo","Stelios Rokkos, Stavento",4bC1pKIRZh3jIcHRCffRh0,4330,gr,0.857,0.702,1.0,-6.647,0.0,0.212,0.115,1.03e-05,0.0811,0.856,93.021,194885.0,4.0
Watermelon Sugar,Harry Styles,6UelLqGlWMcVH1E5c4H7lY,4328,gr,0.548,0.816,0.0,-4.209,1.0,0.0465,0.122,0.0,0.335,0.557,95.39,174000.0,4.0
Pepas,Farruko,2B4GHvToeLTOBB4QLzW3Ni,4322,gr,0.762,0.766,7.0,-3.955,1.0,0.0343,0.00776,6.98e-05,0.128,0.442,130.001,287120.0,4.0
Girls Want Girls (with Lil Baby),Drake,37Nqx7iavZpotJSDXZWbJ3,4320,gr,0.767,0.438,7.0,-8.726,0.0,0.29,0.181,0.0,0.142,0.381,86.975,221980.0,4.0
Ccinderella,"RICTA, Koas, Sickside",66CYbiCfPLwHJ3BUX4XMym,4288,gr,0.618,0.584,7.0,-7.402,1.0,0.418,0.659,0.0,0.0993,0.503,97.365,252874.0,4.0
Mana Signomi,"Rack, IAMSTRONG",443zjmQbb2w0s0hg6WnQUj,4233,gr,0.558,0.665,7.0,-8.554,0.0,0.186,0.33,0.1,0.119,0.27,88.892,134831.0,4.0
Hroma,"Rack, Haik22, Immune, BeTaf Beats",74dlWhbyR61UafvcXIrOZr,4209,gr,0.672,0.752,4.0,-7.086,0.0,0.202,0.281,0.0,0.296,0.442,140.16,178071.0,4.0
NANA,"Saske, Beyond",6lcgBbZKhYBnOxOS5rNlYb,4197,gr,0.867,0.534,6.0,-7.285,0.0,0.0596,0.618,0.000317,0.0909,0.462,129.981,168000.0,4.0
Happier Than Ever - Edit,Billie Eilish,32BeYxKPrig1LefHsC0Xuo,4143,gr,0.334,0.599,0.0,-5.742,1.0,0.0365,0.0468,0.000392,0.205,0.127,161.74,151444.0,3.0
AP Freestyle,"Mad Clip, Strat",1Y2eEPxS1R8mZmMzjETpwy,4143,gr,0.732,0.69,7.0,-6.0,1.0,0.195,0.0293,0.00381,0.103,0.227,140.024,204000.0,4.0
Ola Teleiosan,"Melisses, Tamta",01yNFKTW8txCybUuczXThS,4143,gr,0.412,0.488,6.0,-8.095,0.0,0.0428,0.121,0.0,0.0816,0.242,139.632,199381.0,4.0
Diego,Mad Clip,1BU2rpXjavf2YHvTyfmku4,4139,gr,0.918,0.476,4.0,-7.786,0.0,0.127,0.773,0.0,0.112,0.442,114.989,250696.0,4.0
Neymar,"Light, Hawk",2GOnF9OwX7CSCHzinCr3VY,4074,gr,0.842,0.694,7.0,-6.556,1.0,0.138,0.36,0.0,0.279,0.407,130.039,211385.0,4.0
Den Eisai Edo,"Tamta, Mente Fuerte",3tEIOasqpy7ghhcu5ueqGp,4037,gr,0.656,0.658,5.0,-8.343,1.0,0.256,0.397,4.04e-05,0.198,0.562,180.031,176457.0,4.0
Morocco,"FLY LO, Mike G",4Bzee1IYWlqVHKdksLjGeo,4033,gr,0.889,0.557,10.0,-8.795,1.0,0.418,0.21,0.0,0.177,0.438,140.007,191996.0,4.0
Montecristo,"Mad Clip, Ypo, DJ Stephan",0g3fKXiX2AANAX3k6FnKib,4031,gr,0.798,0.732,4.0,-7.661,0.0,0.0832,0.144,0.0,0.213,0.66,102.038,263529.0,4.0
Tipota,Giorgos Sabanis,7xCer4RU565CQ9FrtxDAq8,4028,gr,0.691,0.659,11.0,-10.001,0.0,0.0286,0.475,0.000145,0.189,0.519,119.951,226438.0,4.0
Life Goes On,Oliver Tree,0eu4C55hL6x29mmeAjytzC,4025,gr,0.7,0.49,0.0,-5.187,1.0,0.076,0.186,0.0,0.117,0.569,79.982,161803.0,4.0
TOMARI,"Dani Gambino, Dj The Boy",76YJwgSO3lQ0ZSRzRFn51x,4007,gr,0.84,0.77,8.0,-7.713,1.0,0.179,0.265,0.0,0.084,0.682,143.057,191329.0,4.0
Pare Dose,"Mente Fuerte, Leaderbrain",3vON19V9gngoja4bcCwrGm,3997,gr,0.493,0.623,5.0,-6.796,1.0,0.207,0.546,0.00142,0.657,0.346,87.948,160455.0,3.0
Aroma,Fy,4ewhPnjVBPYE5Mgc55dJ39,3985,gr,0.858,0.764,6.0,-5.479,0.0,0.197,0.33,0.0,0.0929,0.582,92.047,168261.0,4.0
Presidente,Mad Clip,38WWLroplM6GN2Pw5j8DpO,3957,gr,0.726,0.692,1.0,-7.949,1.0,0.369,0.14,0.0,0.0616,0.287,142.133,209577.0,4.0
Gjenovese,"Mad Clip, Strat, BeTaf Beats, Rack",3Ip0y9quoAD4VdUkcdHWSz,3941,gr,0.462,0.718,2.0,-7.593,1.0,0.277,0.179,1.27e-05,0.129,0.362,126.084,290706.0,4.0
Head & Heart (feat. MNEK),Joel Corry,6cx06DFPPHchuUAcTxznu9,3933,gr,0.734,0.874,8.0,-3.158,1.0,0.0662,0.168,1.14e-05,0.0489,0.905,122.953,166028.0,4.0
Hurricane,Kanye West,6Hfu9sc7jvv6coyy2LlzBF,3930,gr,0.587,0.561,0.0,-6.569,1.0,0.146,0.0466,0.0,0.109,0.351,80.009,243187.0,4.0
Caliente,"Mente Fuerte, Hawk, Baghdad",3wjl3uPGckJUAeI5cRG0bZ,3930,gr,0.746,0.647,8.0,-6.082,1.0,0.0827,0.59,0.000224,0.136,0.222,96.964,222004.0,4.0
Woh - Remix,"Fy, Light, MC Bin Laden, Mad Clip, Mente Fuerte",2njluUoYPPPzZFglKkRBlR,3899,gr,0.921,0.54,2.0,-7.464,1.0,0.425,0.124,0.0,0.0599,0.397,119.913,230000.0,5.0
Bounce,"Voyage, SNIK",4D3jVCX2Jwn4Xw8swcpAo8,3898,gr,0.897,0.521,8.0,-5.36,1.0,0.125,0.222,0.00604,0.0872,0.341,130.049,138462.0,4.0
Lohos,"Rack, Ortiz",29b9psRs9YwoybdKWvGjmE,3895,gr,0.562,0.771,10.0,-7.185,0.0,0.246,0.101,2.06e-06,0.272,0.333,140.55,162000.0,4.0
Meet Me At Our Spot,"THE ANXIETY, WILLOW, Tyler Cole",07MDkzWARZaLEdKxo6yArG,3895,gr,0.773,0.47,2.0,-7.93,1.0,0.0299,0.0153,0.000193,0.0851,0.399,94.995,162680.0,4.0
Vodka Vissino,Marseaux,32pGx4BcNxv16Xtj2vHMsV,3845,gr,0.762,0.682,1.0,-3.77,0.0,0.0449,0.273,0.0,0.0918,0.701,120.009,233070.0,4.0
Cyan,Saske,7lOk3JSaMnbZhG381VLa6C,3827,gr,0.736,0.773,8.0,-8.762,0.0,0.0691,0.639,0.282,0.179,0.415,114.474,155109.0,4.0
KHFISOS,FLY LO,6m9mAgw4rMkGUkHuSAFdDB,3788,gr,0.897,0.436,7.0,-11.621,1.0,0.242,0.365,1.53e-06,0.15,0.211,141.061,197442.0,4.0
traitor,Olivia Rodrigo,5CZ40GBx1sQ9agT82CLQCT,3786,gr,0.38,0.339,3.0,-7.885,1.0,0.0338,0.691,0.0,0.12,0.0849,100.607,229227.0,4.0
Don't Be Shy,"Tiësto, KAROL G",0bI7K9Becu2dtXK1Q3cZNB,3745,gr,0.77,0.787,11.0,-3.748,0.0,0.0583,0.198,0.0,0.262,0.513,119.986,140500.0,4.0
Xeimwnes,SNIK,1GwHMf0Opo8nNxFLCoPI4X,3727,gr,0.562,0.642,11.0,-9.338,0.0,0.495,0.805,1.12e-05,0.209,0.33,78.876,204774.0,4.0
Dark Red,Steve Lacy,37y7iDayfwm3WXn5BiAoRk,3714,gr,0.603,0.783,6.0,-4.023,1.0,0.062,0.449,7.96e-06,0.119,0.775,172.041,173104.0,4.0
Senorita,"SNIK, Tamta",4Wc7eARS7kCa4oX2lQ8AxT,3709,gr,0.476,0.684,11.0,-7.804,0.0,0.239,0.111,8.89e-05,0.169,0.529,172.648,178960.0,4.0
Goosebumps - Remix,"Travis Scott, HVME",5uEYRdEIh9Bo4fpjDd4Na9,3677,gr,0.841,0.593,1.0,-7.846,1.0,0.0379,0.418,0.0,0.124,0.808,124.917,162803.0,4.0
Sandra,TOQUEL,73KYTCSbVlj5E02qWj8DPF,3676,gr,0.78,0.759,4.0,-6.818,0.0,0.0604,0.229,3.9e-06,0.319,0.395,93.009,178089.0,4.0
Kamikazi,"Dof Twogee, Zinon, Kaishen",2K7HlGNAngiCJaaaApo2DF,3667,gr,0.962,0.706,2.0,-5.764,0.0,0.0686,0.64,0.000163,0.121,0.593,113.994,196024.0,4.0
282,MG,5spvl6ZzqQEMZ5nrrU2UCQ,3658,gr,0.727,0.607,7.0,-8.335,1.0,0.149,0.283,1.27e-05,0.249,0.533,100.071,168000.0,4.0
drivers license,Olivia Rodrigo,5wANPM4fQCJwkGd4rN57mH,3638,gr,0.561,0.431,10.0,-8.81,1.0,0.0578,0.768,1.42e-05,0.106,0.137,143.875,242013.0,4.0
Overdose,"Lil PoP, Ypo, Ivan Greko",3N0dH5dZKj4momer7WIhRB,3632,gr,0.596,0.611,4.0,-7.822,0.0,0.309,0.432,0.0,0.0924,0.631,188.405,239729.0,4.0
SUPERSTAR,"MG, SNIK",28dgIVVQiTOZlYs3JForb7,3606,gr,0.712,0.695,11.0,-4.356,0.0,0.226,0.442,0.0,0.143,0.705,196.033,154348.0,4.0
Blow Up,Light,0h1p5hFcJQCEe0ER0wU0dv,3574,gr,0.489,0.729,7.0,-5.753,0.0,0.452,0.19,0.0,0.11,0.214,74.567,172625.0,3.0
Santorini,Thug Slime,5Oan36JmmnZsncgO9Axwwv,3556,gr,0.693,0.702,11.0,-6.986,0.0,0.143,0.709,7.34e-06,0.349,0.61,180.158,184000.0,4.0
MPERKETI,Dani Gambino,3sDM5Gru9kHWuyWPnQVRwo,3532,gr,0.818,0.45,4.0,-8.619,0.0,0.353,0.767,1.37e-06,0.108,0.428,143.848,178333.0,4.0
210,Strat,5AsNGwVP7bix0nae8y95kc,3526,gr,0.757,0.597,11.0,-10.433,1.0,0.273,0.164,0.00142,0.187,0.336,142.003,184225.0,4.0
Eksw,Light,4IGxuQOJbbKGq597JunGDQ,3523,gr,0.777,0.504,3.0,-7.644,0.0,0.34,0.526,0.0,0.144,0.576,114.046,267000.0,4.0
Dolce,Trannos,75BOTSbHZuBTnDrA69arj6,3521,gr,0.752,0.854,9.0,-6.934,1.0,0.0995,0.0199,0.0,0.25,0.854,144.177,166997.0,4.0
Vida Loca,"Ggreco, FANN",6SLGS7ebSW5IIgN3NscFgq,3513,gr,0.822,0.743,0.0,-6.791,0.0,0.112,0.0833,5.34e-05,0.0784,0.737,119.96,182042.0,4.0
AMG,"Trannos, ATC Nico, Lil Riico",6HmFlBFT4ZvWuDP1otLqSg,3507,gr,0.821,0.715,2.0,-5.187,1.0,0.381,0.0293,0.0,0.0707,0.644,145.107,203570.0,4.0
Rudeboys,"Mente Fuerte, Hawk",7golvOwQUXF4LEzISx7dRF,3495,gr,0.839,0.582,7.0,-7.987,0.0,0.138,0.323,9.86e-06,0.0799,0.359,107.0,181619.0,4.0
Agria Thalassa - Bonus Track,Giorgos Sabanis,4gbWhkf7IWTExWXnx1TwW7,3479,gr,0.607,0.478,8.0,-9.945,0.0,0.0308,0.148,0.0,0.194,0.627,100.01,253978.0,4.0
Zinedine,"Raps On The Run, Dani Gambino, Dj The Boy",2Zf1yuGx7fy8WSUNV5KMZW,3438,gr,0.724,0.659,8.0,-9.083,1.0,0.228,0.711,0.0,0.267,0.667,142.009,89577.0,4.0
Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),Tainy,4gzsuuZypVbxs0Af1LSZyB,72506,gt,0.639,0.703,4.0,-6.33,0.0,0.0794,0.0889,1.78e-06,0.0865,0.138,169.888,207301.0,4.0
Yonaguni,Bad Bunny,2JPLbjOn0wPCngEot2STUS,39890,gt,0.644,0.648,1.0,-4.601,1.0,0.118,0.276,0.0,0.135,0.44,179.951,206710.0,4.0
Volví,"Aventura, Bad Bunny",2vmfvSoZBFAt9hhRoEByLi,33837,gt,0.725,0.86,1.0,-3.726,1.0,0.182,0.422,0.000284,0.0674,0.791,175.896,230125.0,4.0
Sobrio,Maluma,4HzqWEdAbzcVFDv0pvxV4w,30018,gt,0.762,0.77,5.0,-2.758,1.0,0.223,0.138,0.0,0.15,0.631,177.998,201181.0,4.0
Pepas,Farruko,2B4GHvToeLTOBB4QLzW3Ni,29708,gt,0.762,0.766,7.0,-3.955,1.0,0.0343,0.00776,6.98e-05,0.128,0.442,130.001,287120.0,4.0
AM Remix,"Nio Garcia, J Balvin, Bad Bunny",05bfbizlM5AX6Mf1RRyMho,27444,gt,0.743,0.655,6.0,-5.015,0.0,0.159,0.114,0.0,0.0764,0.785,172.031,261335.0,4.0
Todo De Ti,Rauw Alejandro,5RwV8BvLfX5injfqYodke9,27073,gt,0.78,0.719,3.0,-3.613,0.0,0.0506,0.302,0.000196,0.0931,0.336,127.962,199604.0,4.0
Volando - Remix,"Mora, Bad Bunny, Sech",0G2zPzWqVjR68iNPmx2TBe,25487,gt,0.659,0.688,6.0,-4.649,1.0,0.0673,0.207,0.0,0.113,0.632,153.979,273474.0,4.0
Qué Más Pues?,"J Balvin, Maria Becerra",6D2TCm4nf5nxAcdGJ7w3QP,24050,gt,0.903,0.817,8.0,-3.972,1.0,0.095,0.0272,0.000311,0.242,0.732,102.014,217360.0,4.0
DÁKITI,"Bad Bunny, Jhay Cortez",4MzXwWMhyBbmu6hOcLVD49,21993,gt,0.731,0.573,4.0,-10.059,0.0,0.0544,0.401,5.22e-05,0.113,0.145,109.928,205090.0,4.0
Botella Tras Botella,"Gera MX, Christian Nodal",2MnLkFqY9Rpg9s3Zv6ZJdK,20676,gt,0.727,0.546,0.0,-4.572,1.0,0.0437,0.656,0.0,0.122,0.69,106.891,197333.0,4.0
A La Antigüita,Calibre 50,798ahLNEcoFER7Vywg1FMT,20205,gt,0.651,0.726,8.0,-4.144,1.0,0.0539,0.382,0.0,0.0535,0.963,179.99,156267.0,3.0
STAY (with Justin Bieber),The Kid LAROI,5PjdY0CKGZdEuoNab3yDmX,20065,gt,0.591,0.764,1.0,-5.484,1.0,0.0483,0.0383,0.0,0.103,0.478,169.928,141806.0,4.0
París,Ingratax,4bF2y8rR7GUjrd5LNEvej3,19621,gt,0.57,0.455,1.0,-5.748,0.0,0.0996,0.441,0.000746,0.0654,0.399,167.933,151429.0,4.0
Ley Seca,"Jhay Cortez, Anuel AA",3JCaq3KDSROg3TXhdiDa9n,19373,gt,0.759,0.842,8.0,-3.758,1.0,0.096,0.101,0.0,0.134,0.584,105.059,263253.0,4.0
Ya Acabo,Marca MP,4H3t8C59tXjKf1R2iKtc5M,18600,gt,0.673,0.326,0.0,-7.481,1.0,0.0348,0.696,3.73e-06,0.103,0.672,133.309,189408.0,4.0
Life Goes On,Oliver Tree,0eu4C55hL6x29mmeAjytzC,18421,gt,0.7,0.49,0.0,-5.187,1.0,0.076,0.186,0.0,0.117,0.569,79.982,161803.0,4.0
Entre Nosotros,"Tiago PZK, LIT killah",6w8yBI2vthyN9UnwO4UBWb,18362,gt,0.729,0.513,5.0,-6.345,0.0,0.0455,0.494,1.1e-06,0.137,0.789,170.064,192353.0,3.0
Pareja Del Año,"Sebastian Yatra, Myke Towers",2rCbl9naJYhaxjLsfx88uM,18098,gt,0.715,0.622,4.0,-5.102,0.0,0.046,0.163,0.0,0.0948,0.808,80.015,195053.0,4.0
911 - Remix,"Sech, Jhay Cortez",27RSJHEA99Y0Vsow7nA37A,17426,gt,0.816,0.71,7.0,-3.728,1.0,0.0398,0.165,0.0,0.292,0.784,93.02,208631.0,4.0
LA CANCIÓN,"J Balvin, Bad Bunny",0fea68AdmYNygeTGI4RC18,16297,gt,0.754,0.646,7.0,-5.795,1.0,0.317,0.152,1.85e-05,0.108,0.429,176.089,242573.0,4.0
La Sinvergüenza,"Christian Nodal, Banda MS de Sergio Lizárraga",1xO7tp4J5Wj0NeKrzIpd1V,16058,gt,0.704,0.482,9.0,-5.352,1.0,0.0349,0.211,0.0,0.3,0.604,102.01,198529.0,4.0
My Universe,"Coldplay, BTS",3FeVmId7tL5YN8B7R3imoM,15879,gt,0.588,0.701,9.0,-6.39,1.0,0.0402,0.00813,0.0,0.2,0.443,104.988,228000.0,4.0
La Curiosidad,"Jay Wheeler, DJ Nelson, Myke Towers",4HYDUMY0xSpeBr0AMY9cUz,15857,gt,0.845,0.677,11.0,-4.798,0.0,0.136,0.269,0.000917,0.108,0.68,90.013,219048.0,4.0
In Da Getto,"J Balvin, Skrillex",1q0PYXTbDsirp2l74ng6pn,15755,gt,0.924,0.723,8.0,-3.142,1.0,0.0466,0.0177,2.61e-05,0.113,0.643,126.998,130667.0,4.0
Miénteme,"TINI, Maria Becerra",0cOa970mzTWAxKtltpkpLc,15622,gt,0.85,0.541,2.0,-4.522,1.0,0.0674,0.161,5.01e-06,0.286,0.916,92.003,165275.0,4.0
Cúrame,Rauw Alejandro,3PwRuzdphgedcWVUOVYJ7I,15518,gt,0.765,0.625,9.0,-3.599,0.0,0.0548,0.584,0.00111,0.112,0.262,102.101,164706.0,4.0
SEJODIOTO,KAROL G,704LUEih663hiE3CnyUrFW,15380,gt,0.822,0.736,1.0,-3.969,1.0,0.15,0.157,0.000781,0.0748,0.679,175.93,181107.0,4.0
Ya Supérame (En Vivo),Grupo Firme,6HIIuuUIEzH1meVdGbMXyf,15326,gt,0.436,0.4,0.0,-6.521,1.0,0.11,0.463,0.0,0.76,0.568,75.576,189050.0,3.0
Poblado - Remix,"J Balvin, KAROL G, Nicky Jam, Crissin, Totoy El Frio, Natan & Shander",2K1CQMoG2Dy5nmeOYnhoi8,15218,gt,0.813,0.81,3.0,-5.382,0.0,0.0809,0.112,1.59e-06,0.377,0.632,93.005,392867.0,4.0
EL MAKINON,"KAROL G, Mariah Angeliq",2FSGUA0gFgGeQdprjtGM2M,14904,gt,0.635,0.706,5.0,-3.224,0.0,0.125,0.256,0.0,0.108,0.443,88.863,209160.0,4.0
LA NOCHE DE ANOCHE,"Bad Bunny, ROSALÍA",2XIc1pqjXV3Cr2BQUGNBck,14790,gt,0.856,0.618,7.0,-4.892,1.0,0.286,0.0303,0.0,0.0866,0.391,81.993,203201.0,4.0
Tiroteo - Remix,"Marc Seguí, Rauw Alejandro, Pol Granch",4OwhwvKESFtuu06dTgct7i,14344,gt,0.75,0.522,9.0,-7.018,1.0,0.0293,0.282,0.0,0.0743,0.601,110.427,321556.0,4.0
Bandido,"Myke Towers, Juhn",1xK1Gg9SxG8fy2Ya373oqb,14024,gt,0.713,0.617,8.0,-4.637,1.0,0.0887,0.122,0.0,0.0962,0.682,168.021,232853.0,4.0
Aquí Abajo,Christian Nodal,16ONd70tvWAaLIc6hcLzaG,13636,gt,0.638,0.437,4.0,-3.857,1.0,0.0332,0.282,0.0,0.0894,0.618,147.88,143933.0,3.0
Fiel - Remix,"Wisin, Jhay Cortez, Anuel AA, Los Legendarios, Myke Towers",43qcs9NpJhDxtG91zxFkj7,13532,gt,0.839,0.711,6.0,-4.733,0.0,0.0473,0.398,2.02e-06,0.118,0.573,97.99,349547.0,4.0
Fiel,"Los Legendarios, Wisin, Jhay Cortez",7Bk0uXKk1uPT0XuQbpFzvs,13490,gt,0.849,0.701,6.0,-4.407,0.0,0.06,0.407,0.0,0.112,0.505,98.005,261667.0,4.0
512,"Mora, Jhay Cortez",5jzEwSyyymBlf1fa1o39T2,13287,gt,0.818,0.673,4.0,-7.542,0.0,0.148,0.348,0.0,0.172,0.695,87.961,193636.0,4.0
2/Catorce,"Rauw Alejandro, Mr. Naisgai",0PwFN7vRvY80Hnkoew2x3f,13091,gt,0.768,0.56,3.0,-3.497,1.0,0.0859,0.709,0.000791,0.115,0.372,112.084,205714.0,3.0
A Tu Merced,Bad Bunny,4r9jkMEnArtWGH2rL2FZl0,13072,gt,0.86,0.791,0.0,-4.784,1.0,0.0568,0.169,0.000106,0.106,0.887,92.023,175918.0,4.0
Hawái,Maluma,1yoMvmasuxZfqHEipJhRbp,12920,gt,0.783,0.727,6.0,-3.454,0.0,0.389,0.185,2.46e-05,0.0626,0.558,180.067,199112.0,4.0
INDUSTRY BABY (feat. Jack Harlow),Lil Nas X,5Z9KJZvQzH6PFmb8SNkxuk,12470,gt,0.741,0.691,10.0,-7.395,0.0,0.0672,0.0221,0.0,0.0476,0.892,150.087,212353.0,4.0
Si Estuviésemos Juntos,Bad Bunny,35wvL50xvKpCHEJPxLOLPI,12323,gt,0.672,0.594,1.0,-6.813,0.0,0.0789,0.0626,5.14e-05,0.152,0.158,171.854,169248.0,4.0
