title,artist,songid,streams,region,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
TE MUDASTE,Bad Bunny,5RubKOuDoPn5Kj5TLVxSxY,12271,gt,0.811,0.637,10.0,-4.835,0.0,0.0591,0.234,0.000572,0.118,0.471,92.025,130014.0,4.0
No Me Conoce - Remix,"Jhay Cortez, J Balvin, Bad Bunny",4R8BJggjosTswLxtkw8V7P,11998,gt,0.806,0.786,10.0,-3.831,0.0,0.0741,0.145,0.0,0.0935,0.58,91.973,309120.0,4.0
El Tóxico,"Grupo Firme, Carin Leon",7E9GeFGfjXw9LAI4ay6rsw,11877,gt,0.626,0.503,10.0,-5.087,1.0,0.141,0.407,0.0,0.234,0.821,72.985,179746.0,4.0
love nwantiti (feat. Dj Yo! & AX'EL) - Remix,CKay,4gvrJnKCKIPiacNsWVQwEU,11758,gt,0.579,0.596,8.0,-4.823,1.0,0.0561,0.436,0.0938,0.0549,0.443,119.9,188369.0,3.0
200 COPAS,KAROL G,0aZnyTWJNgdzYoOiaW8HKG,11649,gt,0.515,0.704,9.0,-5.25,0.0,0.206,0.767,0.0,0.415,0.885,91.246,217213.0,3.0
Está Dañada,Ivan Cornejo,6G2xXQRSZlEzYsUEb3uvuR,11341,gt,0.405,0.565,1.0,-9.266,0.0,0.0372,0.38,0.0195,0.107,0.166,159.892,214149.0,3.0
Loco,"Justin Quiles, Chimbala, Zion & Lennox",6b2HYgqcK9mvktt4GxAu72,11294,gt,0.771,0.885,8.0,-3.66,1.0,0.0508,0.222,0.0,0.0918,0.826,128.031,231604.0,4.0
Una Nota,"J Balvin, Sech",7iqOIHHEmu6Vhw25GgQ2eA,11253,gt,0.662,0.788,3.0,-4.55,0.0,0.205,0.0191,0.0,0.0559,0.711,179.876,170760.0,4.0
CÓMO SE SIENTE - Remix,"Jhay Cortez, Bad Bunny",2tFwfmceQa1Y6nRPhYbEtC,11069,gt,0.807,0.606,3.0,-8.871,0.0,0.088,0.0946,0.0,0.119,0.304,92.988,227520.0,4.0
Jugaste y Sufrí,"Eslabon Armado, DannyLux",3NqBxTOMCJ3zW9CIP51td4,11053,gt,0.39,0.499,7.0,-7.778,1.0,0.0381,0.632,0.000497,0.115,0.34,200.156,275194.0,1.0
MONEY,LISA,7hU3IHwjX150XLoTVmjD0q,10631,gt,0.831,0.554,1.0,-9.998,0.0,0.218,0.161,6.12e-05,0.152,0.396,140.026,168228.0,4.0
Fuentes de Ortiz,Ed Maverick,0akyEssGRVHstqCSWXusJL,10260,gt,0.83,0.159,1.0,-14.461,1.0,0.0383,0.946,2.02e-05,0.362,0.189,104.95,207400.0,4.0
Callaita,"Bad Bunny, Tainy",2TH65lNHgvLxCKXM3apjxI,10251,gt,0.61,0.624,2.0,-4.773,1.0,0.309,0.6,2.12e-06,0.243,0.244,176.169,250534.0,4.0
Don't Be Shy,"Tiësto, KAROL G",0bI7K9Becu2dtXK1Q3cZNB,10111,gt,0.77,0.787,11.0,-3.748,0.0,0.0583,0.198,0.0,0.262,0.513,119.986,140500.0,4.0
Sal y Perrea,Sech,5u7twkeask1VIyDeNTElSU,9861,gt,0.786,0.899,10.0,-0.515,1.0,0.127,0.192,0.000189,0.299,0.813,90.025,216510.0,4.0
Vete,Bad Bunny,2n7ohqg1s68ToAHh4u9mcW,9747,gt,0.886,0.672,1.0,-4.394,1.0,0.188,0.0363,8.78e-06,0.101,0.526,91.976,192024.0,4.0
Si Veo a Tu Mamá,Bad Bunny,41wtwzCZkXwpnakmwJ239F,9553,gt,0.9,0.603,2.0,-5.313,1.0,0.0646,0.402,4.81e-06,0.134,0.824,129.928,170972.0,4.0
Sexo Virtual,Rauw Alejandro,0giiXonRhODYy4J1iy4Lb3,9502,gt,0.704,0.739,8.0,-3.286,1.0,0.112,0.328,1.93e-05,0.0856,0.425,179.879,208292.0,4.0
Me Rehúso,Danny Ocean,6ifUES3keWjwXgae8pXI3o,9465,gt,0.744,0.804,1.0,-6.327,1.0,0.0677,0.0231,0.0,0.0494,0.426,104.823,205715.0,4.0
Ella,Boza,66S2z95FN3nUAr9S1gUIsp,9453,gt,0.852,0.593,6.0,-5.892,1.0,0.0702,0.386,0.168,0.154,0.87,90.002,221407.0,4.0
Saturno,Pablo Alborán,2f0Ft2XdvNSMSY5TUlZgEz,9362,gt,0.278,0.572,7.0,-8.295,1.0,0.0407,0.392,0.0,0.063,0.311,95.351,253760.0,3.0
PSL,Sech,6o4Gciys1ZIOQ2kDGnvKdm,9342,gt,0.816,0.582,5.0,-4.64,0.0,0.0579,0.176,2.74e-05,0.176,0.873,89.977,175903.0,4.0
Beggin',Måneskin,3Wrjm47oTz2sjIgck11l5e,9285,gt,0.714,0.8,11.0,-4.808,0.0,0.0504,0.127,0.0,0.359,0.589,134.002,211560.0,4.0
Flow HP,"Don Omar, Residente",2wspc75R45gvwJCZOorAqv,9236,gt,0.77,0.837,7.0,-4.749,1.0,0.14,0.164,4.07e-06,0.0793,0.887,178.0,248274.0,4.0
Una Locura,"Ozuna, J Balvin, Chencho Corleone",5y7DaS3jAc9eZzcSOoUIwU,9106,gt,0.714,0.761,5.0,-4.596,0.0,0.0427,0.139,0.00035,0.241,0.906,168.022,230693.0,4.0
Yo Ya No Vuelvo Contigo - En Vivo,"Lenin Ramírez, Grupo Firme",1s59X35jDULAyOGmBuTAnd,9104,gt,0.643,0.35,4.0,-5.924,0.0,0.0783,0.784,0.0,0.102,0.541,118.199,240457.0,1.0
La Santa,"Bad Bunny, Daddy Yankee",69vlMrzHwATKzupwNcUPyK,8889,gt,0.744,0.868,1.0,-4.524,1.0,0.047,0.0326,0.0,0.0822,0.586,93.037,206420.0,4.0
Nostálgico,"Rvssian, Rauw Alejandro, Chris Brown",2BEcap3xJtmiPaHKyfQi4e,8851,gt,0.734,0.846,9.0,-3.425,0.0,0.0489,0.166,1.74e-06,0.235,0.604,98.026,209884.0,4.0
120,Bad Bunny,3KJ3opyV29269SXkPrc19l,8827,gt,0.636,0.656,2.0,-5.542,0.0,0.0676,0.451,7.97e-06,0.287,0.439,171.918,151506.0,4.0
La Casita,Banda MS de Sergio Lizárraga,0vtYnEw1eJwW26BrBnOAYJ,8789,gt,0.832,0.525,10.0,-6.806,1.0,0.0412,0.277,1.77e-05,0.142,0.967,112.479,217600.0,3.0
Pa' Olvidarme De Ella,"Piso 21, Christian Nodal",3lR4O0vtkhCAvVEUEWUL0S,8643,gt,0.728,0.542,0.0,-5.195,1.0,0.0514,0.259,0.0,0.136,0.637,90.016,227234.0,3.0
Se Amerita,Junior H,3pQYf90V5idOGrXzosm9rt,8622,gt,0.752,0.719,6.0,-4.399,0.0,0.0285,0.264,7.96e-05,0.126,0.544,107.582,235858.0,4.0
Woman,Doja Cat,6Uj1ctrBOjOas8xZXGqKk4,8617,gt,0.824,0.764,5.0,-4.175,0.0,0.0854,0.0888,0.00294,0.117,0.881,107.998,172627.0,4.0
El Incomprendido,"Farruko, Victor Cardenas, Dj Adoni",2mL37yB3f3Lfy4iiXV02Qf,8603,gt,0.754,0.841,11.0,-3.19,1.0,0.135,0.113,0.0,0.466,0.541,128.019,267547.0,4.0
Una Vez,"Bad Bunny, Mora",5J7teKIJGtqVypgYI6sqXj,8482,gt,0.55,0.598,11.0,-5.402,0.0,0.0831,0.132,2.58e-06,0.0955,0.543,83.836,232496.0,4.0
UN DIA (ONE DAY),"J Balvin, Dua Lipa, Bad Bunny, Tainy",66x45Yh9x397PWpxMX0ZDT,8392,gt,0.58,0.695,6.0,-8.244,0.0,0.0671,0.00638,0.0,0.174,0.402,168.124,232147.0,4.0
Chica Ideal,"Sebastian Yatra, Guaynaa",21N4Buj4xsyLb218lYle61,8038,gt,0.574,0.891,0.0,-3.665,0.0,0.157,0.0847,0.0,0.16,0.707,100.978,183240.0,4.0
HACIENDO QUE ME AMAS,Bad Bunny,26QApq0cuO9brJigr0C0W4,7916,gt,0.584,0.411,10.0,-7.147,0.0,0.0838,0.869,4.47e-05,0.0955,0.412,169.934,217769.0,4.0
De Los Besos Que Te Di,Christian Nodal,1qfoq1qvZT7VwDVeekCJ97,7913,gt,0.504,0.503,7.0,-3.313,1.0,0.0422,0.388,0.0,0.0608,0.709,195.593,167373.0,4.0
Reloj,"Rauw Alejandro, Anuel AA",4loQgPwJHocL3dFwLfjb1J,7909,gt,0.823,0.537,8.0,-2.627,1.0,0.211,0.176,3.75e-06,0.124,0.608,175.965,231595.0,4.0
Linda,"Tokischa, ROSALÍA",1ahCrpeTt94LL7y1aXw0Y8,7885,gt,0.891,0.751,2.0,-3.15,1.0,0.124,0.0685,0.000598,0.19,0.711,115.046,144019.0,4.0
AM,"Nio Garcia, Flow La Movie",2dNhNlpZAtV4lwAFW45LIv,7884,gt,0.83,0.517,6.0,-6.416,0.0,0.333,0.399,8.95e-05,0.0916,0.616,171.959,182496.0,4.0
Procura,"ChiChi Peralta, Jandy Feliz",2q9udNV9NK0BL3q9p6TLxf,7827,gt,0.805,0.757,8.0,-7.46,1.0,0.0355,0.279,0.000839,0.101,0.973,102.14,271031.0,4.0
Vámonos a Marte,Kevin Kaarl,2TzkIzgzIHhewMxyh1u4hh,7720,gt,0.675,0.16,0.0,-11.667,1.0,0.0586,0.985,0.00688,0.164,0.247,69.754,179094.0,4.0
Como Lo Hice Yo,"Matisse, Carin Leon",64JzNzcoSZOh3RWeoghVfk,7667,gt,0.689,0.663,2.0,-4.538,1.0,0.0432,0.378,1.17e-06,0.0994,0.486,143.098,177063.0,3.0
Kiss Me More (feat. SZA),Doja Cat,3DarAbFujv6eYNliUTyqtz,7586,gt,0.764,0.705,8.0,-3.463,1.0,0.0284,0.259,8.92e-05,0.12,0.781,110.97,208667.0,4.0
Blinding Lights,The Weeknd,0VjIjW4GlUZAMYd2vXMi3b,7585,gt,0.514,0.73,1.0,-5.934,1.0,0.0598,0.00146,9.54e-05,0.0897,0.334,171.005,200040.0,4.0
KESI - Remix,"Camilo, Shawn Mendes",0IqCoZ168iRc9LqfrYgpZy,7581,gt,0.871,0.815,4.0,-4.439,1.0,0.0477,0.127,6.18e-06,0.094,0.823,122.959,176575.0,4.0
Ignorantes,"Bad Bunny, Sech",38RIEav39FGi86jppxO0du,7557,gt,0.85,0.536,1.0,-5.161,1.0,0.0599,0.267,3.89e-05,0.0996,0.505,96.029,210607.0,4.0
Cuidando El Territorio,"Calibre 50, Santa Fe Klan, Beto Sierra",64ImcY4fJhY243wr20SR3e,7545,gt,0.716,0.654,8.0,-6.702,0.0,0.279,0.249,0.0,0.127,0.958,180.11,186833.0,4.0
Diles,"Bad Bunny, Ozuna, Farruko, Arcangel, Ñengo Flow, DJ Luian, Mambo Kingz",6C1RD7YQVvt3YQj0CmuTeu,7544,gt,0.813,0.56,2.0,-5.904,0.0,0.0618,0.108,0.0,0.268,0.287,118.033,286041.0,4.0
Fulanito,"Becky G, El Alfa",59L8x0xy8njj75vzVCPMqg,7470,gt,0.93,0.837,7.0,-4.632,0.0,0.187,0.256,2.37e-06,0.239,0.821,111.898,158532.0,4.0
CANCIÓN CON YANDEL,"Yandel, Bad Bunny",3pm4XtcsRIFFtH2UErk62R,7468,gt,0.75,0.741,9.0,-4.43,1.0,0.402,0.447,0.0,0.121,0.495,79.968,209180.0,4.0
Tú,Carin Leon,1nLs8r6K4YN0avBwUmmTnr,7432,gt,0.669,0.476,9.0,-6.635,0.0,0.0395,0.382,9.85e-06,0.21,0.905,143.826,246132.0,4.0
BICHOTA,KAROL G,1WvrDdouh6C51In1SdATbq,7367,gt,0.864,0.658,1.0,-4.105,0.0,0.154,0.204,0.000626,0.105,0.865,163.922,178693.0,4.0
Happier Than Ever,Billie Eilish,4RVwu0g32PAqgUiJoXsdF8,7354,gt,0.332,0.225,0.0,-8.697,1.0,0.0348,0.767,0.00349,0.128,0.297,81.055,298899.0,3.0
Porte Exuberante,"Natanael Cano, Oscar Maydon",4DdnffqoFr9wDRlCACNmGf,7320,gt,0.685,0.831,4.0,-4.38,0.0,0.0858,0.398,0.0,0.177,0.486,97.431,213944.0,3.0
Cerrando Ciclos,Banda MS de Sergio Lizárraga,3fBJNawfhtgCmo58trRK2z,7280,gt,0.74,0.417,2.0,-5.713,1.0,0.038,0.192,8.43e-06,0.225,0.607,125.832,195453.0,4.0
Cabrón y Vago - En Vivo,"El Fantasma, Los Dos Carnales",4nbWX2HzrOEnX4xxvYRCyU,7170,gt,0.547,0.638,8.0,-2.99,1.0,0.124,0.697,0.0,0.074,0.876,176.277,142065.0,3.0
Tal Vez,Paulo Londra,5jW3rF4URMdK7tO2xjS5EI,7155,gt,0.855,0.649,8.0,-2.443,1.0,0.151,0.25,0.0,0.0801,0.741,161.986,263899.0,4.0
Peaches (feat. Daniel Caesar & Giveon),Justin Bieber,4iJyoBOLtHqaGxP12qzhQI,7129,gt,0.677,0.696,0.0,-6.181,1.0,0.119,0.321,0.0,0.42,0.464,90.03,198082.0,4.0
MONTERO (Call Me By Your Name),Lil Nas X,1SC5rEoYDGUK4NfG82494W,7119,gt,0.593,0.503,8.0,-6.725,0.0,0.22,0.293,0.0,0.405,0.71,178.781,137704.0,4.0
La Botella,"Justin Quiles, Maluma",6GPBXtnSepHovJi1uD1Ggj,7054,gt,0.79,0.766,6.0,-3.497,0.0,0.111,0.324,0.0,0.0832,0.825,82.026,226010.0,4.0
La Difícil,Bad Bunny,6NfrH0ANGmgBXyxgV2PeXt,7041,gt,0.685,0.848,8.0,-4.561,0.0,0.0858,0.0861,7.14e-06,0.0783,0.761,179.87,163084.0,4.0
Lamento Boliviano,Los Enanitos Verdes,6Pur3hWy6Nzc27ilmsp5HA,7035,gt,0.714,0.735,4.0,-7.125,0.0,0.0306,0.176,0.000622,0.115,0.68,123.57,222227.0,4.0
Butter,BTS,2bgTY4UwhfBYhGT4HUYStN,6938,gt,0.759,0.459,8.0,-5.187,1.0,0.0948,0.00323,0.0,0.0906,0.695,109.997,164442.0,4.0
ALMAS GEMELAS,Myke Towers,2KcNrONbZ0hvBPjvrDO2tx,6887,gt,0.793,0.745,7.0,-4.579,1.0,0.0571,0.182,0.000189,0.293,0.716,94.979,235411.0,4.0
Need To Know,Doja Cat,3Vi5XqYrmQgOYBajMWSvCi,6848,gt,0.664,0.609,1.0,-6.509,1.0,0.0707,0.304,0.0,0.0926,0.194,130.041,210560.0,4.0
En Tu Perra Vida,"Grupo Firme, Lenin Ramirez",0ldT3gl7aGNzrJyd4b1CA4,6771,gt,0.546,0.438,5.0,-4.748,1.0,0.0669,0.353,0.0,0.261,0.568,112.136,238677.0,3.0
Nena Maldición (feat. Lenny Tavárez),Paulo Londra,2aMVyJSuDFFL1sTjJnvk7X,6726,gt,0.762,0.631,6.0,-4.837,1.0,0.0544,0.178,0.0,0.146,0.379,118.969,228875.0,4.0
Ella Y Yo - Featuring Don Omar,Aventura,6G4U9avyBNEfP0fAIduev3,6725,gt,0.732,0.708,9.0,-7.905,0.0,0.262,0.534,0.0,0.237,0.717,175.924,267787.0,4.0
Debo Entender,"Santa Fe Klan, Neto Peña, Yoss Bones",55mzJ0LftLnef8sxAjrMkU,6653,gt,0.678,0.457,0.0,-6.854,1.0,0.177,0.741,0.0,0.113,0.563,72.156,238420.0,4.0
Me La Avente,Carin Leon,2QwMXe5zbqymDZGYsMDVqZ,6645,gt,0.723,0.48,11.0,-4.1,0.0,0.0326,0.557,0.0,0.0705,0.909,144.533,155803.0,3.0
Pa' Que Retozen,Tego Calderon,5YJ4BVvTFmVCxUyhKejHfR,6636,gt,0.815,0.856,1.0,-3.825,0.0,0.122,0.4,8.34e-05,0.244,0.872,91.995,151667.0,4.0
Sal y Perrea - Remix,"Sech, Daddy Yankee, J Balvin",1mG8VynhqySA52bALfYrvO,6558,gt,0.819,0.955,7.0,-0.521,0.0,0.0908,0.161,2.08e-05,0.289,0.725,89.959,226500.0,4.0
Dile,Don Omar,69Ej1xrGjOcHvIMtMKxK0G,6548,gt,0.817,0.714,4.0,-7.501,0.0,0.141,0.184,0.000132,0.042,0.714,94.001,204600.0,4.0
Alguien Más,Andy Rivera,5mROvpdGeu1vSbZhZoay5O,6518,gt,0.77,0.656,9.0,-4.156,1.0,0.166,0.039,0.0,0.272,0.901,80.079,177370.0,4.0
Devuélveme a mi chica,Hombres G,1Wrzhfa5bNlqvsnCztz190,6506,gt,0.603,0.843,9.0,-7.597,0.0,0.0557,0.0031,0.0337,0.445,0.503,172.676,194867.0,4.0
Aloha,"Maluma, Beéle, Rauw Alejandro, Mambo Kingz, DJ Luian, Darell",5RAIMjdrCEjpjaR5tBATXU,6492,gt,0.807,0.712,1.0,-5.757,1.0,0.1,0.532,2.37e-05,0.163,0.792,100.004,241659.0,4.0
SI TÚ SUPIERAS - Bonus Track,Feid,1SCYfmGM5ueb6YiiQbLXVn,6489,gt,0.652,0.666,4.0,-5.383,0.0,0.171,0.379,0.0,0.11,0.554,174.732,196373.0,4.0
Ella,Junior H,0tKl8ZVM6xJkhznvJAS3Nq,6473,gt,0.478,0.732,4.0,-4.342,0.0,0.0779,0.363,3.34e-06,0.0768,0.664,184.819,259403.0,3.0
Hecha Pa' Mi,Boza,3VvA1wSxukMLsvXoXtlwWx,6460,gt,0.725,0.756,4.0,-5.013,1.0,0.0572,0.362,0.000685,0.103,0.828,100.07,186133.0,4.0
La Forma en Que Me Miras,"Super Yei, Jone Quest, Sammy, Myke Towers, Lenny Tavárez, Rafa Pabön",57Ba26w9eoXx8BBUNgRNLV,6409,gt,0.656,0.665,1.0,-1.387,1.0,0.189,0.149,8.33e-06,0.16,0.569,189.984,307435.0,4.0
Una Vaina Loca,Fuego,6YYmoV9YbBefsspGmqFHbs,6404,gt,0.792,0.676,1.0,-12.813,1.0,0.0546,0.172,1.93e-05,0.0654,0.712,117.011,188894.0,4.0
Si Te Pudiera Mentir,Calibre 50,3p6eieHX6oEOzJStPtEsLu,6384,gt,0.764,0.585,2.0,-7.796,1.0,0.0305,0.348,0.00294,0.369,0.89,90.013,255640.0,4.0
Otra Noche en Miami,Bad Bunny,4vCAzANUWDE24URV6wQ4ra,6383,gt,0.514,0.646,1.0,-8.833,1.0,0.275,0.197,2.3e-05,0.0958,0.297,88.661,233128.0,4.0
Mónaco,"LAGOS, Danny Ocean",3HgvO4B5LLmdPOT2d8cSZd,6383,gt,0.699,0.654,11.0,-6.264,1.0,0.0383,0.054,7.08e-06,0.095,0.319,100.037,192313.0,4.0
Simplemente Gracias,Calibre 50,3K6noLeoPTQJ5jUErC8jT5,6349,gt,0.755,0.557,3.0,-5.982,1.0,0.0302,0.691,0.0,0.104,0.743,130.03,203200.0,4.0
Mi Niña,"Wisin, Myke Towers, Los Legendarios",2bgcUk2A3jjKbCJ7KPquTi,6333,gt,0.823,0.821,8.0,-3.402,0.0,0.166,0.31,4.28e-06,0.143,0.791,99.999,213314.0,4.0
Toda Remix - Remix,"Alex Rose, Rauw Alejandro, Lenny Tavárez, Cazzu, Lyanno",47ZS1OjnJpJVfGN9yHXfMn,6313,gt,0.512,0.451,5.0,-7.222,0.0,0.131,0.161,0.0,0.0672,0.368,80.04,367680.0,4.0
Amor Fugaz,Los Del Limit,4O2bxKTnK9En7OPw8kGDDF,6304,gt,0.587,0.411,8.0,-8.758,1.0,0.0475,0.185,0.0,0.273,0.53,140.277,175125.0,4.0
Es un Secreto,Plan B,0R7DSnSibvuE4PEHqUayqf,6277,gt,0.836,0.777,6.0,-5.376,0.0,0.0439,0.0951,1.68e-06,0.0561,0.504,94.977,190564.0,4.0
traitor,Olivia Rodrigo,5CZ40GBx1sQ9agT82CLQCT,6269,gt,0.38,0.339,3.0,-7.885,1.0,0.0338,0.691,0.0,0.12,0.0849,100.607,229227.0,4.0
No Te Contaron Mal,Christian Nodal,7hbk4BaF66O09R1gq0bKwj,6261,gt,0.644,0.568,9.0,-3.077,0.0,0.038,0.369,0.0,0.151,0.654,81.409,156520.0,4.0
good 4 u,Olivia Rodrigo,4ZtFanR9U6ndgddUvNcjcG,6251,gt,0.563,0.664,9.0,-5.044,1.0,0.154,0.335,0.0,0.0849,0.688,166.928,178147.0,4.0
Relación - Remix,"Sech, Daddy Yankee, J Balvin, ROSALÍA, Farruko",35UUpTmrcFXNIVIN26ujXl,6249,gt,0.793,0.771,5.0,-3.417,1.0,0.0959,0.0337,1.51e-06,0.284,0.835,171.943,247308.0,4.0
2 Veces,"Los Plebes del Rancho de Ariel Camacho, Christian Nodal",4cV6ld7uIs906zOwNscoBM,6235,gt,0.525,0.505,7.0,-4.199,1.0,0.032,0.538,0.0,0.101,0.79,179.968,191947.0,4.0
Ram Pam Pam,"Natti Natasha, Becky G",730gfBUwEpyruhbSvDuytR,6232,gt,0.909,0.785,5.0,-3.648,0.0,0.0637,0.248,3.55e-06,0.228,0.903,96.984,200707.0,4.0
Don't Start Now,Dua Lipa,3PfIrDoz19wz7qK7tYeu62,6222,gt,0.793,0.793,11.0,-4.521,0.0,0.083,0.0123,0.0,0.0951,0.679,123.95,183290.0,4.0
La Tóxica,Farruko,7Crx42VpbY4h4qrz2q9DuH,6212,gt,0.659,0.701,9.0,-4.107,1.0,0.164,0.0882,0.0,0.0866,0.623,91.97,180520.0,4.0
Perdóname,"La Factoria, Eddy Lover",6yLqoieklk9gwabLaUDJ4s,6176,gt,0.67,0.821,9.0,-5.868,0.0,0.0334,0.251,0.0,0.199,0.384,94.983,242390.0,4.0
BOOKER T,Bad Bunny,26w9NTiE9NGjW1ZvIOd1So,6170,gt,0.883,0.6,7.0,-7.188,1.0,0.37,0.114,7.94e-06,0.0931,0.691,113.903,156430.0,4.0
Tú,Los Elegantes de Jerez,5GkeaIeCEfB0LOqk7sIVHQ,6156,gt,0.767,0.701,5.0,-5.928,0.0,0.0269,0.62,0.0295,0.166,0.888,115.017,194267.0,3.0
Colapso,Kevin Kaarl,7dT9D6117e5DbhnKxDLNW9,6119,gt,0.544,0.216,7.0,-17.237,1.0,0.0402,0.922,0.311,0.112,0.145,75.004,235471.0,4.0
"...And to Those I Love, Thanks for Sticking Around",$uicideboy$,30QR0ndUdiiMQMA9g1PGCm,6097,gt,0.792,0.511,2.0,-6.876,1.0,0.0409,0.124,9.04e-05,0.14,0.111,113.983,168490.0,4.0
ANTES QUE SE ACABE,Bad Bunny,7kjEqI6eZ7YlFrGhxixnlN,6051,gt,0.693,0.549,2.0,-6.098,1.0,0.0577,0.505,4.73e-05,0.324,0.473,139.988,221187.0,4.0
BEBÉ,"Camilo, El Alfa",3Zf4GutWZ7Hv3wsVQsSQPs,6031,gt,0.862,0.72,4.0,-4.155,1.0,0.0361,0.476,0.0,0.0543,0.967,129.993,197284.0,4.0
La Nota,"Manuel Turizo, Rauw Alejandro, Myke Towers",5VzNsUnLmYcRfRfxpQsusa,6014,gt,0.736,0.632,11.0,-4.939,0.0,0.0648,0.18,0.0,0.349,0.503,92.03,216107.0,4.0
Amnesia,La Santa Grifa,3T0DeQvOtdqd7Yo3t2Ig3N,6009,gt,0.818,0.638,11.0,-6.926,0.0,0.225,0.00673,0.0,0.495,0.783,112.753,188604.0,4.0
drivers license,Olivia Rodrigo,5wANPM4fQCJwkGd4rN57mH,5967,gt,0.561,0.431,10.0,-8.81,1.0,0.0578,0.768,1.42e-05,0.106,0.137,143.875,242013.0,4.0
Hasta Abajo,"Kevin Roldan, Bryant Myers, Lyanno",4PEfJZpVjdclfzZ9XO8uDw,5941,gt,0.714,0.671,5.0,-5.119,1.0,0.362,0.289,0.0,0.325,0.641,169.732,229827.0,4.0
Dime Cómo Quieres,"Christian Nodal, Ángela Aguilar",4jcxBTrNvyqMJdMDyyjdYV,5937,gt,0.839,0.667,11.0,-3.961,0.0,0.031,0.322,0.0,0.244,0.878,124.889,171360.0,4.0
Me Fije,"Alex Rose, Rauw Alejandro",6Et5KimMg3IXwD6lJPGmQw,5928,gt,0.76,0.674,7.0,-4.039,0.0,0.0636,0.396,3.54e-05,0.0977,0.735,172.024,202307.0,4.0
Tattoo - Remix with Camilo,Rauw Alejandro,4G3PTss3mU33Tau7t4KbwE,5881,gt,0.721,0.637,9.0,-5.134,1.0,0.286,0.0406,0.0,0.0525,0.691,193.922,222680.0,4.0
QUE PRETENDES,"J Balvin, Bad Bunny",25ZAibhr3bdlMCLmubZDVt,5881,gt,0.639,0.791,10.0,-4.443,0.0,0.253,0.0275,0.0,0.362,0.939,92.603,222347.0,4.0
Tusa,"KAROL G, Nicki Minaj",0dKg2vGC1hFqcK5LGTaKzX,5867,gt,0.799,0.701,2.0,-3.272,1.0,0.282,0.309,7.36e-05,0.0514,0.607,100.946,201920.0,4.0
Gracias - En Vivo,"Grupo Firme, Grupo Codiciado",2XlGKZNMkRKvEJsbwQ6MCl,5862,gt,0.578,0.801,8.0,-4.665,1.0,0.071,0.171,0.0,0.651,0.706,114.12,235221.0,4.0
Dueles,Jesse & Joy,1iRvhKiXRElIH2Uf4gd95P,5835,gt,0.531,0.834,2.0,-3.944,1.0,0.052,0.277,0.0,0.131,0.526,142.026,247640.0,4.0
Baila Conmigo (with Rauw Alejandro),Selena Gomez,079Ey5uxL04AKPQgVQwx5h,5807,gt,0.823,0.544,5.0,-7.132,1.0,0.0715,0.0215,0.00315,0.0966,0.664,149.903,186088.0,4.0
El Color de Tus Ojos,Banda MS de Sergio Lizárraga,1l77YWrGUp3qX3NS1rz7lq,5793,gt,0.765,0.339,8.0,-8.965,1.0,0.0365,0.278,0.0,0.131,0.864,123.95,202560.0,4.0
Si Te Veo,"Arcangel, Jay Wheeler, Miky Woodz",661BAtQVPGlDZ097DzN1hJ,5766,gt,0.812,0.691,8.0,-5.837,0.0,0.352,0.614,1.04e-05,0.226,0.876,168.024,255607.0,4.0
Te Vi,"Piso 21, Micro TDH",059bcIhyc2SBwm6sw2AZzd,5755,gt,0.877,0.777,1.0,-4.246,1.0,0.117,0.0446,3.46e-05,0.0863,0.706,102.02,231848.0,4.0
El Güero (Feat. Marca MP),Grupo Firme,2MeEuwplwbbjZ7hxRI6viw,5741,gt,0.625,0.554,10.0,-5.531,1.0,0.0618,0.417,0.0,0.305,0.846,111.911,213254.0,4.0
Se Me Olvidó,Christian Nodal,7paFC3FEu1WtPVP4Do6VZN,5739,gt,0.65,0.558,0.0,-3.082,1.0,0.0309,0.368,0.0,0.303,0.725,141.82,159533.0,4.0
La Mitad,"Camilo, Christian Nodal",63Zaf8Rci6eOUPqDQ4fUFx,5738,gt,0.724,0.443,7.0,-3.743,1.0,0.0329,0.73,0.0,0.101,0.763,97.194,177791.0,4.0
Hola - Remix,"Dalex, Lenny Tavárez, Chencho Corleone, Juhn, Dímelo Flow",5stPVcRqb4qixbafP9e8lt,5738,gt,0.654,0.672,0.0,-5.98,0.0,0.311,0.471,0.0,0.0781,0.343,181.857,249520.0,4.0
El Bélico,El Fantasma,50pkO56KXHoH53sVPRSbZ3,5707,gt,0.707,0.567,10.0,-4.091,1.0,0.0492,0.597,1.28e-06,0.0668,0.964,116.794,125819.0,3.0
Adicto (with Anuel AA & Ozuna),Tainy,3jbT1Y5MoPwEIpZndDDwVq,5698,gt,0.734,0.836,10.0,-4.803,0.0,0.0735,0.017,1.64e-05,0.179,0.623,80.002,270741.0,4.0
Sensacion Del Bloque,De La Ghetto,4Gs0CmLGqRi5bpYzlrIsLT,5678,gt,0.709,0.726,7.0,-7.129,1.0,0.0411,0.0977,0.0,0.301,0.405,92.014,182187.0,4.0
Otra vez (feat. J Balvin),Zion & Lennox,3QwBODjSEzelZyVjxPOHdq,5677,gt,0.832,0.772,10.0,-5.429,1.0,0.1,0.0559,0.000486,0.44,0.704,96.016,209453.0,4.0
